self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,1105397,1492910,15,730,813430,Approved
No,667101,3093550,10,718,1158129,Rejected
No,677220,2311040,15,729,1827085,Rejected
No,823205,1980080,10,823,680492,Approved
No,752883,1777550,15,709,806323,Approved
No,531898,3306370,10,681,1296945,Rejected
No,503163,1671050,20,771,943219,Approved
No,668711,2428350,10,611,245297,Rejected
Yes,1026873,167010,20,576,610178,Rejected
Yes,912299,1242410,20,763,946603,Approved
Yes,711006,1204240,20,763,298974,Approved
No,840847,677190,15,709,1235102,Approved
Yes,699849,2285130,15,754,1164289,Approved
No,416623,540970,15,796,893758,Approved
No,846635,2392020,15,726,937945,Approved
No,695686,2475950,15,703,1918790,Rejected
No,870369,1629380,10,723,766504,Approved
No,468856,1588870,15,689,1112919,Rejected
No,926943,1028410,10,757,1538278,Approved
No,543094,1763200,15,666,986223,Rejected
No,794308,2821050,15,815,711552,Rejected
No,705624,1960190,15,729,1031910,Approved
No,462408,2848120,10,668,1734117,Rejected
No,449236,2093070,10,732,1370207,Rejected
Yes,656408,1358440,15,706,1095669,Approved
Yes,1183394,2101870,10,780,1112652,Approved
No,488479,2827220,10,667,813378,Rejected
Yes,583980,1946960,10,700,733037,Rejected
Yes,951866,1684900,15,654,1176434,Rejected
No,136165,1751170,15,623,1511987,Rejected
Yes,829259,2049450,20,801,779348,Approved
No,1151147,1660900,15,697,684712,Rejected
No,892741,3621760,10,699,941263,Rejected
Yes,870902,3083760,10,695,1014354,Rejected
No,958902,2430690,20,753,1169591,Approved
No,1006968,2529880,10,696,2139530,Rejected
Yes,845509,1316420,10,696,1514930,Rejected
Yes,653284,1761920,10,760,869908,Approved
Yes,938556,2172980,10,656,1113091,Rejected
Yes,819009,1157790,15,641,1617287,Rejected
Yes,738292,2365960,10,833,1226153,Approved
No,789206,1831650,15,683,1114833,Rejected
No,710424,1536250,20,753,1323980,Approved
No,883025,801610,10,719,1384143,Approved
Yes,894942,3069270,15,716,1042031,Rejected
No,707898,1279710,15,698,543690,Rejected
No,775807,2035360,20,714,1180581,Approved
Yes,1209157,1438110,10,686,1227836,Rejected
Yes,446183,1192740,15,690,1409062,Rejected
No,919409,701080,15,666,1128850,Rejected
Yes,717684,1526270,15,791,1312428,Approved
No,694544,1541280,10,715,1191023,Approved
No,683651,2078100,10,661,868914,Rejected
No,543446,2711130,15,733,393562,Rejected
No,723478,2123140,10,704,213202,Rejected
Yes,631970,507780,10,624,273610,Rejected
No,583011,2643390,20,775,1046232,Rejected
No,950493,1605080,10,684,1153987,Rejected
Yes,825376,2193130,10,767,803082,Approved
No,582791,734990,10,702,925402,Approved
Yes,1048960,2462570,15,681,992107,Rejected
No,769468,1456390,10,770,2037349,Approved
Yes,679357,1976530,10,710,821237,Approved
No,676640,1229040,20,720,613201,Approved
No,629816,1109110,15,711,507380,Approved
No,749490,2709790,20,740,837806,Rejected
Yes,652094,1120560,10,708,1200658,Approved
Yes,694925,3454210,15,774,1592159,Rejected
Yes,638355,1825070,10,754,1567284,Approved
Yes,688293,2324750,10,689,1124073,Rejected
No,1073493,2463330,15,688,1336698,Rejected
No,686518,407480,10,703,1341165,Approved
No,964297,1822590,15,738,268226,Rejected
No,629524,1874920,10,740,767685,Approved
No,681537,3312790,10,618,777320,Rejected
No,648755,1467740,10,767,1575206,Approved
No,713088,2267800,10,686,881041,Rejected
No,811577,1402800,10,791,1127904,Approved
Yes,794112,2281280,15,702,1146348,Approved
Yes,696187,2407950,20,764,1097508,Rejected
Yes,560059,3355760,15,746,1380269,Rejected
Yes,317683,2030480,20,689,692543,Rejected
Yes,1038440,2402100,10,724,529722,Approved
No,392096,757590,20,716,339585,Approved
No,1136629,1197630,10,693,37701,Rejected
No,768588,2178300,10,692,2152677,Rejected
No,926601,851640,15,739,465301,Approved
No,647145,3438670,20,795,729251,Rejected
Yes,823725,2753780,10,773,978152,Rejected
Yes,909385,300710,10,704,907107,Approved
Yes,724071,1464390,10,774,852531,Approved
No,626286,1196000,10,761,1715011,Approved
No,785802,2877720,10,716,1696079,Rejected
No,753183,1447410,10,679,1246018,Rejected
No,521352,1809620,15,681,666283,Rejected
No,862688,580790,20,702,1673770,Approved
No,1092594,761500,15,720,327204,Approved
No,964731,2890370,20,668,1365303,Rejected
No,784983,2070170,10,709,421171,Approved
Yes,788917,1033000,15,636,1040310,Rejected
No,625743,2593520,10,733,614575,Rejected
No,435819,2556710,20,773,1018907,Rejected
Yes,554800,2600060,20,646,1493300,Rejected
No,385547,2835380,15,778,826040,Rejected
No,566659,1608290,20,795,933467,Approved
Yes,695239,961150,10,738,1234166,Approved
No,688170,2160350,10,739,851570,Approved
No,546845,1072090,10,768,525724,Approved
No,806169,2775750,10,664,1032682,Rejected
No,726698,2468070,20,751,1322716,Rejected
No,1117899,2124930,10,822,1520990,Approved
Yes,863679,1075870,20,791,1092703,Approved
No,794987,1663520,10,625,1556358,Rejected
No,849816,1300080,15,682,845700,Rejected
No,448858,2122060,15,642,878346,Rejected
Yes,663915,2234670,20,742,513334,Rejected
Yes,863482,3820580,20,760,1204679,Rejected
Yes,499798,3224150,10,681,1017330,Rejected
No,1077713,2455980,20,661,560996,Rejected
No,737049,2218980,10,685,984211,Rejected
Yes,937624,2360640,15,731,1164442,Approved
No,1061620,1809880,10,701,1376302,Approved
Yes,691704,1069500,15,660,1015106,Rejected
No,854896,1488350,10,738,1232846,Approved
No,972025,2121670,10,681,606193,Rejected
Yes,476037,2309730,15,716,975193,Rejected
No,665174,2424020,15,683,1235947,Rejected
No,531504,1452220,20,739,221907,Rejected
No,727374,2199380,15,745,879431,Approved
No,383140,2866570,10,771,1593325,Rejected
No,506446,3233130,20,752,1359558,Rejected
Yes,688936,3141500,15,757,1261768,Rejected
Yes,727849,1961310,20,775,1570692,Approved
No,661090,2343840,15,731,1815934,Rejected
Yes,1030786,14150,10,741,1474993,Approved
No,736435,2426410,15,693,1326073,Rejected
No,453639,865450,10,682,1092802,Rejected
Yes,760316,2018690,15,684,800735,Rejected
No,684986,1859930,20,732,1830690,Approved
No,899483,1873310,10,832,1029371,Approved
No,807894,1639580,10,777,1141037,Approved
Yes,474614,1514830,20,704,588200,Approved
Yes,913471,2671420,10,640,1481476,Rejected
Yes,579331,2326120,15,780,1178643,Rejected
Yes,918925,1619000,15,771,1368376,Approved
No,336332,856880,10,788,781479,Approved
No,705275,1862480,20,784,957634,Approved
No,663811,2099620,10,680,981313,Rejected
Yes,756091,679600,20,700,726463,Approved
No,1163264,2396870,10,705,1784092,Approved
No,645574,217440,20,784,944416,Approved
Yes,723639,4452710,20,684,1066563,Rejected
No,1203216,1353390,10,698,340789,Rejected
No,635150,2773100,10,708,863127,Rejected
Yes,790454,2817000,15,719,954227,Rejected
No,485534,1567330,15,728,1320791,Approved
No,755458,2284870,15,712,1294959,Approved
No,840527,3317690,15,742,547688,Rejected
Yes,792511,1943920,15,767,822672,Approved
No,871072,3285990,15,655,2231796,Rejected
Yes,826964,1025960,10,784,993743,Approved
Yes,926263,1084200,10,565,746651,Rejected
Yes,752673,1871900,10,776,581181,Approved
No,666646,1923950,15,723,1320627,Approved
No,861718,1821260,10,708,998536,Approved
No,620279,1954510,20,710,1142174,Approved
Yes,893970,2908410,15,668,1710228,Rejected
No,639668,2760100,10,707,801808,Rejected
No,860672,1485680,10,644,1388344,Rejected
No,470981,3204350,20,605,1145816,Rejected
No,842025,1673950,15,695,1130625,Rejected
No,736780,1763560,15,739,841322,Approved
No,1218764,2931180,10,670,320758,Rejected
Yes,801164,1123290,20,752,859838,Approved
Yes,634372,2433250,10,753,1121072,Rejected
Yes,864177,3078020,10,690,415175,Rejected
No,790740,1066510,10,794,945701,Approved
No,1262418,1524890,20,737,1011550,Approved
No,839829,2860610,20,672,819736,Rejected
No,383935,1762860,20,754,352672,Rejected
No,847141,2223350,15,662,1205301,Rejected
No,1005932,2015950,15,785,557819,Approved
Yes,630779,2453720,15,701,341447,Rejected
Yes,527936,3051670,10,757,593261,Rejected
No,447494,961900,15,703,935433,Approved
No,532123,1810910,15,691,1115069,Rejected
Yes,798859,1668980,20,740,681654,Approved
Yes,946147,1702710,10,793,1634933,Approved
No,1239608,1554150,10,778,960412,Approved
No,907139,2971230,20,749,795215,Approved
No,857077,2463230,15,730,1331054,Approved
No,1079207,1041130,10,617,937093,Rejected
No,393031,2720040,15,692,953481,Rejected
Yes,686602,2267810,15,723,884070,Approved
No,790189,1137790,15,587,319150,Rejected
Yes,592737,1940780,10,775,668031,Approved
Yes,1070713,2368860,10,679,1115006,Rejected
Yes,369205,2184750,15,731,982871,Rejected
No,606563,2241040,15,790,998146,Rejected
No,381522,2399170,20,740,305062,Rejected
No,821965,1737280,15,715,1518885,Approved
Yes,753478,1628650,20,641,797140,Rejected
Yes,852129,1984080,10,817,944887,Approved
No,677035,1752580,15,707,675059,Approved
No,564302,1703050,20,725,1914561,Approved
No,901656,1897960,15,793,376665,Rejected
No,903738,1643210,10,801,1364643,Approved
No,782202,1246800,10,673,1484723,Rejected
No,849820,2666990,20,832,1499188,Approved
No,996538,2883100,20,708,1092989,Approved
No,762946,1536230,15,720,643507,Approved
No,1032295,3265640,20,659,717939,Rejected
Yes,507660,2174720,20,762,1210505,Rejected
Yes,655620,3099210,10,766,716943,Rejected
No,908351,1058960,20,771,713343,Approved
No,896016,2231810,10,741,1040134,Approved
No,862746,1567410,15,725,809320,Approved
No,814817,1474860,10,712,910625,Approved
Yes,992031,1394090,10,691,592980,Rejected
Yes,580814,3598280,15,770,306875,Rejected
No,449007,3121420,20,691,1090166,Rejected
No,540122,742240,10,686,1356757,Rejected
Yes,696831,2688680,10,637,1119572,Rejected
No,899965,2080730,10,726,1193993,Approved
No,607083,2541200,15,713,1040119,Rejected
No,1144656,2339160,10,754,789033,Approved
No,1147192,1982310,10,733,1243888,Approved
No,708523,1408260,20,652,1385846,Rejected
No,638296,1757940,10,739,1084034,Approved
No,475081,1192220,15,686,866832,Rejected
No,833913,1848410,15,730,862606,Approved
Yes,727808,2029810,10,748,882735,Approved
No,761146,1335470,15,682,901908,Rejected
No,1084159,2635270,10,726,1166473,Approved
No,722875,2477990,15,646,969146,Rejected
Yes,560875,1274690,15,656,1025092,Rejected
No,859753,2072690,10,702,1448359,Approved
No,779415,2311060,10,855,907028,Approved
Yes,889798,2590910,10,733,1042549,Approved
No,1036144,1927010,15,758,1372884,Approved
Yes,543334,2389210,15,726,400019,Rejected
No,1138035,2296630,10,758,360551,Rejected
Yes,802800,1443760,10,748,894820,Approved
No,1293653,1618010,10,708,728016,Approved
No,670867,2822260,10,655,1488778,Rejected
Yes,614496,1644050,10,778,1077209,Approved
No,485608,70640,15,674,766552,Rejected
No,833523,3144050,15,725,1004412,Rejected
Yes,761618,1179980,15,666,1254995,Rejected
No,808616,3704250,15,654,1259282,Rejected
No,353156,1730070,20,756,1286548,Rejected
No,809604,1988680,10,706,959490,Approved
Yes,686895,3657430,10,706,664732,Rejected
Yes,802177,2802020,15,719,1711158,Rejected
No,940951,1476220,15,711,767078,Approved
Yes,613875,1883390,15,732,1117426,Approved
No,710025,1023110,10,776,1206673,Approved
No,609137,1513290,10,720,553573,Approved
Yes,437427,1169160,15,738,1526276,Approved
No,969648,2438220,10,722,1397700,Approved
No,838872,2249910,10,704,1254065,Approved
Yes,759666,1702310,10,650,2091544,Rejected
No,833088,1110770,15,755,743750,Approved
Yes,783607,1899740,15,694,873675,Rejected
No,792599,1840220,10,764,1273249,Approved
No,848989,3842840,10,786,482586,Rejected
No,857338,2826560,10,690,1137363,Rejected
Yes,670833,2354830,10,665,725497,Rejected
No,377622,2864660,10,749,1041411,Rejected
Yes,596564,2287650,20,701,912904,Rejected
No,779446,2616910,20,689,1268678,Rejected
No,840784,1519000,15,695,404055,Rejected
No,1072037,2204250,10,795,505779,Approved
Yes,937150,2312390,15,698,1443846,Rejected
No,931062,2086540,20,813,1011434,Approved
No,758068,2096030,15,651,1150881,Rejected
Yes,1004341,1833670,20,739,1002555,Approved
No,989558,2142280,15,737,859404,Approved
No,949136,3505810,10,792,1102992,Rejected
No,956463,3841580,15,686,589358,Rejected
No,823199,1297990,10,786,908205,Approved
No,773266,3363060,10,674,1179527,Rejected
No,959877,1755270,15,750,1430878,Approved
No,655294,1102830,10,709,853277,Approved
Yes,917439,2054820,10,730,888979,Approved
Yes,531376,1903060,15,804,1447450,Rejected
No,536494,755200,20,819,1333616,Approved
No,571540,1487040,15,718,1285870,Approved
No,819665,3136970,15,793,64503,Rejected
No,1080475,1944320,15,705,1086867,Approved
Yes,511251,2555430,20,636,1076208,Rejected
No,528816,1809930,10,700,543300,Rejected
Yes,628209,1555810,10,717,1273421,Approved
No,577962,1528920,10,770,953375,Approved
Yes,710815,500130,15,682,958762,Rejected
No,1054950,1122690,10,687,1550201,Rejected
Yes,872368,1716790,15,670,252486,Rejected
Yes,1149455,1736280,15,707,642508,Approved
No,772929,1519760,15,707,1014090,Approved
Yes,928606,1288100,15,663,812911,Rejected
No,869221,2114110,20,589,974279,Rejected
Yes,1062115,3048410,10,718,561896,Rejected
No,478671,3094090,15,728,1747897,Rejected
No,934041,2073460,15,773,932498,Approved
No,1001447,2787700,10,676,1166640,Rejected
No,701916,2659620,20,720,1089905,Rejected
No,729088,1734290,15,723,879816,Approved
No,737352,2022930,10,734,1030178,Approved
No,642381,2371540,15,779,1228838,Rejected
Yes,304684,983990,15,619,885206,Rejected
Yes,544590,1421210,15,685,1487243,Rejected
No,590106,3398090,15,677,808295,Rejected
No,797524,2157190,15,709,1082132,Approved
Yes,848902,2876500,10,676,1086063,Rejected
Yes,605680,2018590,10,730,1637048,Approved
No,969738,2686870,15,724,1317351,Approved
No,552198,2309200,20,718,1363723,Rejected
No,706721,2616370,20,684,1056848,Rejected
No,742374,1414810,10,721,1921462,Approved
No,662987,2753200,10,708,985721,Rejected
No,969223,1608080,10,677,1047549,Rejected
Yes,637886,1604420,10,747,730148,Approved
Yes,852329,1817340,10,709,1241669,Approved
Yes,937358,1797980,10,721,712112,Approved
Yes,522934,660490,10,808,804270,Approved
No,675021,3108690,15,792,1456505,Rejected
No,886094,1866490,15,736,407852,Approved
No,878022,2360130,15,786,1606991,Approved
No,1034499,1750700,10,708,352435,Approved
Yes,1030242,1719970,15,601,158543,Rejected
Yes,833553,2418000,15,652,1010039,Rejected
No,812621,2195860,15,706,640687,Approved
Yes,644666,1958820,15,744,975582,Approved
No,367575,1905080,10,695,1144300,Rejected
No,603045,2119140,20,685,1157982,Rejected
No,503882,1339190,10,724,702999,Approved
No,802626,2610580,10,738,624372,Approved
No,571307,2162160,10,779,804527,Rejected
No,925087,925850,20,784,1095836,Approved
Yes,519148,1671480,10,756,462691,Approved
No,689709,2670330,15,801,990959,Rejected
Yes,700328,1363370,15,739,829502,Approved
Yes,836094,2507440,10,561,428077,Rejected
No,979035,2246140,20,777,1253875,Approved
Yes,1029623,1413690,10,674,1723972,Rejected
No,967997,2087000,15,766,1320377,Approved
Yes,752424,1513220,15,629,1293163,Rejected
No,679323,-105500,10,674,938543,Rejected
Yes,521762,1282070,15,813,2196227,Approved
No,621475,1608300,15,746,1071381,Approved
No,628927,1401760,15,777,1187332,Approved
No,1074809,1698250,20,697,1114586,Rejected
Yes,553745,1137630,15,748,1290462,Approved
Yes,726729,2241870,20,674,1736558,Rejected
No,925491,2843250,20,734,1480422,Approved
No,1004410,3508860,20,695,1452995,Rejected
No,736755,3191580,20,727,1253457,Rejected
No,769359,246420,20,731,819190,Approved
Yes,461024,2618440,20,808,649343,Rejected
No,726773,3511300,15,748,1362449,Rejected
No,969130,1803470,15,603,784499,Rejected
Yes,978886,1833910,15,655,789472,Rejected
Yes,433834,3181390,15,645,1137323,Rejected
No,794966,2089120,10,697,970403,Rejected
No,807515,929110,20,770,1134567,Approved
Yes,759068,2225020,10,725,609053,Approved
No,987169,2304100,20,683,822894,Rejected
No,943165,2862770,15,586,794866,Rejected
No,344701,2432730,15,804,798282,Rejected
No,583002,823320,10,727,1331060,Approved
Yes,270973,1698540,10,748,1445408,Rejected
Yes,933890,2115280,15,745,1789778,Approved
Yes,999025,2120340,20,658,1100668,Rejected
No,679281,1900800,10,717,695288,Approved
Yes,895670,992680,15,675,1013015,Rejected
Yes,664097,2000270,20,715,678788,Approved
Yes,712814,2315720,15,750,1570122,Approved
Yes,530599,1370550,15,754,875932,Approved
No,361308,2741390,10,746,1091892,Rejected
No,714412,2714970,10,725,1152817,Rejected
No,957075,1052160,15,720,1481754,Approved
No,691789,1648730,10,715,1528603,Approved
No,668156,765740,20,639,1532235,Rejected
No,679146,2120220,10,762,987490,Approved
No,648345,1292400,15,742,833298,Approved
No,440251,2081200,20,759,948776,Rejected
No,674984,2577680,10,711,554528,Rejected
No,777646,925950,15,810,1108002,Approved
Yes,716404,2742670,10,684,1293548,Rejected
No,561301,2563300,10,784,1710671,Rejected
No,786505,1018310,15,768,1696601,Approved
Yes,508011,3505380,20,809,807231,Rejected
Yes,1130510,544690,10,746,1664227,Approved
Yes,947981,3239590,15,684,621542,Rejected
No,735563,3335690,15,688,309717,Rejected
No,690806,3218730,15,728,1236454,Rejected
Yes,1018134,-193420,15,691,1175115,Rejected
No,470854,1798450,15,795,1262213,Rejected
Yes,1138654,2666620,20,823,1007829,Approved
Yes,807720,1372260,20,658,582319,Rejected
Yes,1163036,1732520,15,782,813396,Approved
Yes,1052225,1154380,15,752,775945,Approved
No,1026722,1524070,20,689,1271921,Rejected
No,773677,1645100,15,757,1316580,Approved
Yes,318284,656190,10,678,934179,Rejected
Yes,405680,3277440,20,692,682084,Rejected
No,554062,2757660,10,669,823032,Rejected
No,720663,1110230,10,781,1181367,Approved
Yes,885801,3089180,10,843,732172,Rejected
No,1027124,2448260,15,738,1196383,Approved
Yes,619467,2308540,10,657,729277,Rejected
Yes,587975,1920650,10,659,1063982,Rejected
Yes,522626,1939850,20,686,906431,Rejected
Yes,632119,2063140,10,757,1255779,Approved
No,826351,1849260,10,740,1122296,Approved
No,654037,3006820,20,613,607845,Rejected
No,613960,760370,10,779,1782110,Approved
No,652494,2681610,20,759,1126629,Rejected
No,674514,2631020,15,691,1636407,Rejected
No,688548,2255520,10,766,1073121,Approved
No,903512,2831650,15,745,475671,Rejected
Yes,513539,1495300,15,717,1763562,Approved
Yes,886282,3173560,10,729,747027,Rejected
Yes,713341,3003420,15,693,1572474,Rejected
No,917109,2751120,15,745,94977,Rejected
No,615102,2946830,20,664,677451,Rejected
No,863691,2269290,10,690,1222734,Rejected
Yes,583277,1687360,10,712,1087236,Approved
Yes,819441,2986070,20,744,1215489,Rejected
No,667562,2143890,15,786,895817,Approved
No,555016,2863890,10,694,871453,Rejected
